antecedent,consequent,antecedent_str,consequent_str,rule_str,support,confidence,lift,leverage,conviction,antecedent_support,consequent_support
"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']","['Roasted Salted Almonds', 'Roma Tomatoes']",Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Roasted Salted Almonds + Roma Tomatoes,Extra Virgin Olive Oil + Oven Roasted Turkey Breast ➔ Roasted Salted Almonds + Roma Tomatoes,0.0418,0.4644,5.054,0.0335,1.696,0.09,0.0919
"['Roasted Salted Almonds', 'Roma Tomatoes']","['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']",Roasted Salted Almonds + Roma Tomatoes,Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Roasted Salted Almonds + Roma Tomatoes ➔ Extra Virgin Olive Oil + Oven Roasted Turkey Breast,0.0418,0.4548,5.054,0.0335,1.669,0.0919,0.09
"['Organic Baby Spinach', 'Oven Roasted Turkey Breast']","['Roasted Salted Almonds', 'Roma Tomatoes']",Organic Baby Spinach + Oven Roasted Turkey Breast,Roasted Salted Almonds + Roma Tomatoes,Organic Baby Spinach + Oven Roasted Turkey Breast ➔ Roasted Salted Almonds + Roma Tomatoes,0.0418,0.4629,5.037,0.0335,1.691,0.0903,0.0919
"['Roasted Salted Almonds', 'Roma Tomatoes']","['Organic Baby Spinach', 'Oven Roasted Turkey Breast']",Roasted Salted Almonds + Roma Tomatoes,Organic Baby Spinach + Oven Roasted Turkey Breast,Roasted Salted Almonds + Roma Tomatoes ➔ Organic Baby Spinach + Oven Roasted Turkey Breast,0.0418,0.4548,5.037,0.0335,1.669,0.0919,0.0903
"['Oven Roasted Turkey Breast', 'Roma Tomatoes']","['Extra Virgin Olive Oil', 'Organic Baby Spinach']",Oven Roasted Turkey Breast + Roma Tomatoes,Extra Virgin Olive Oil + Organic Baby Spinach,Oven Roasted Turkey Breast + Roma Tomatoes ➔ Extra Virgin Olive Oil + Organic Baby Spinach,0.0695,0.7671,5.034,0.0557,3.639,0.0906,0.1524
"['Extra Virgin Olive Oil', 'Organic Baby Spinach']","['Oven Roasted Turkey Breast', 'Roma Tomatoes']",Extra Virgin Olive Oil + Organic Baby Spinach,Oven Roasted Turkey Breast + Roma Tomatoes,Extra Virgin Olive Oil + Organic Baby Spinach ➔ Oven Roasted Turkey Breast + Roma Tomatoes,0.0695,0.456,5.034,0.0557,1.672,0.1524,0.0906
"['Organic Baby Spinach', 'Roasted Salted Almonds']","['Extra Virgin Olive Oil', 'Roma Tomatoes']",Organic Baby Spinach + Roasted Salted Almonds,Extra Virgin Olive Oil + Roma Tomatoes,Organic Baby Spinach + Roasted Salted Almonds ➔ Extra Virgin Olive Oil + Roma Tomatoes,0.069,0.7599,5.029,0.0553,3.536,0.0908,0.1511
"['Extra Virgin Olive Oil', 'Roma Tomatoes']","['Organic Baby Spinach', 'Roasted Salted Almonds']",Extra Virgin Olive Oil + Roma Tomatoes,Organic Baby Spinach + Roasted Salted Almonds,Extra Virgin Olive Oil + Roma Tomatoes ➔ Organic Baby Spinach + Roasted Salted Almonds,0.069,0.4567,5.029,0.0553,1.673,0.1511,0.0908
"['Oven Roasted Turkey Breast', 'Roma Tomatoes']","['Extra Virgin Olive Oil', 'Roasted Salted Almonds']",Oven Roasted Turkey Breast + Roma Tomatoes,Extra Virgin Olive Oil + Roasted Salted Almonds,Oven Roasted Turkey Breast + Roma Tomatoes ➔ Extra Virgin Olive Oil + Roasted Salted Almonds,0.0418,0.4614,5.026,0.0335,1.686,0.0906,0.0918
"['Extra Virgin Olive Oil', 'Roasted Salted Almonds']","['Oven Roasted Turkey Breast', 'Roma Tomatoes']",Extra Virgin Olive Oil + Roasted Salted Almonds,Oven Roasted Turkey Breast + Roma Tomatoes,Extra Virgin Olive Oil + Roasted Salted Almonds ➔ Oven Roasted Turkey Breast + Roma Tomatoes,0.0418,0.4553,5.026,0.0335,1.67,0.0918,0.0906
"['Artisanal Sourdough Bread', 'Creamy Peanut Butter']",['Organic Strawberry Jam'],Artisanal Sourdough Bread + Creamy Peanut Butter,Organic Strawberry Jam,Artisanal Sourdough Bread + Creamy Peanut Butter ➔ Organic Strawberry Jam,0.1077,0.8184,5.021,0.0862,4.609,0.1316,0.163
['Organic Strawberry Jam'],"['Artisanal Sourdough Bread', 'Creamy Peanut Butter']",Organic Strawberry Jam,Artisanal Sourdough Bread + Creamy Peanut Butter,Organic Strawberry Jam ➔ Artisanal Sourdough Bread + Creamy Peanut Butter,0.1077,0.6607,5.021,0.0862,2.56,0.163,0.1316
"['Artisanal Sourdough Bread', 'Organic Strawberry Jam']",['Creamy Peanut Butter'],Artisanal Sourdough Bread + Organic Strawberry Jam,Creamy Peanut Butter,Artisanal Sourdough Bread + Organic Strawberry Jam ➔ Creamy Peanut Butter,0.1077,0.8329,5.009,0.0862,4.991,0.1293,0.1663
['Creamy Peanut Butter'],"['Artisanal Sourdough Bread', 'Organic Strawberry Jam']",Creamy Peanut Butter,Artisanal Sourdough Bread + Organic Strawberry Jam,Creamy Peanut Butter ➔ Artisanal Sourdough Bread + Organic Strawberry Jam,0.1077,0.6476,5.009,0.0862,2.471,0.1663,0.1293
"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']","['Organic Baby Spinach', 'Roma Tomatoes']",Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Baby Spinach + Roma Tomatoes,Extra Virgin Olive Oil + Oven Roasted Turkey Breast ➔ Organic Baby Spinach + Roma Tomatoes,0.0695,0.7722,4.998,0.0556,3.712,0.09,0.1545
"['Organic Baby Spinach', 'Roma Tomatoes']","['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']",Organic Baby Spinach + Roma Tomatoes,Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Baby Spinach + Roma Tomatoes ➔ Extra Virgin Olive Oil + Oven Roasted Turkey Breast,0.0695,0.4498,4.998,0.0556,1.654,0.1545,0.09
"['Organic Baby Spinach', 'Roasted Salted Almonds']","['Organic Hass Avocados', 'Oven Roasted Turkey Breast']",Organic Baby Spinach + Roasted Salted Almonds,Organic Hass Avocados + Oven Roasted Turkey Breast,Organic Baby Spinach + Roasted Salted Almonds ➔ Organic Hass Avocados + Oven Roasted Turkey Breast,0.0425,0.4681,4.99,0.034,1.704,0.0908,0.0938
"['Organic Hass Avocados', 'Oven Roasted Turkey Breast']","['Organic Baby Spinach', 'Roasted Salted Almonds']",Organic Hass Avocados + Oven Roasted Turkey Breast,Organic Baby Spinach + Roasted Salted Almonds,Organic Hass Avocados + Oven Roasted Turkey Breast ➔ Organic Baby Spinach + Roasted Salted Almonds,0.0425,0.4531,4.99,0.034,1.662,0.0938,0.0908
"['Organic Strawberry Jam', 'Organic Whole Milk']","['Artisanal Sourdough Bread', 'Sea Salt Kettle Chips']",Organic Strawberry Jam + Organic Whole Milk,Artisanal Sourdough Bread + Sea Salt Kettle Chips,Organic Strawberry Jam + Organic Whole Milk ➔ Artisanal Sourdough Bread + Sea Salt Kettle Chips,0.0366,0.4276,4.978,0.0292,1.597,0.0856,0.0859
"['Artisanal Sourdough Bread', 'Sea Salt Kettle Chips']","['Organic Strawberry Jam', 'Organic Whole Milk']",Artisanal Sourdough Bread + Sea Salt Kettle Chips,Organic Strawberry Jam + Organic Whole Milk,Artisanal Sourdough Bread + Sea Salt Kettle Chips ➔ Organic Strawberry Jam + Organic Whole Milk,0.0366,0.4261,4.978,0.0292,1.593,0.0859,0.0856
"['Extra Virgin Olive Oil', 'Roasted Salted Almonds']","['Organic Hass Avocados', 'Oven Roasted Turkey Breast']",Extra Virgin Olive Oil + Roasted Salted Almonds,Organic Hass Avocados + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Roasted Salted Almonds ➔ Organic Hass Avocados + Oven Roasted Turkey Breast,0.0427,0.4651,4.959,0.0341,1.694,0.0918,0.0938
"['Organic Hass Avocados', 'Oven Roasted Turkey Breast']","['Extra Virgin Olive Oil', 'Roasted Salted Almonds']",Organic Hass Avocados + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Roasted Salted Almonds,Organic Hass Avocados + Oven Roasted Turkey Breast ➔ Extra Virgin Olive Oil + Roasted Salted Almonds,0.0427,0.4552,4.959,0.0341,1.667,0.0938,0.0918
"['Oven Roasted Turkey Breast', 'Roasted Salted Almonds']","['Organic Baby Spinach', 'Roma Tomatoes']",Oven Roasted Turkey Breast + Roasted Salted Almonds,Organic Baby Spinach + Roma Tomatoes,Oven Roasted Turkey Breast + Roasted Salted Almonds ➔ Organic Baby Spinach + Roma Tomatoes,0.0418,0.7656,4.955,0.0334,3.607,0.0546,0.1545
"['Organic Whole Milk', 'Sea Salt Kettle Chips']","['Artisanal Sourdough Bread', 'Organic Strawberry Jam']",Organic Whole Milk + Sea Salt Kettle Chips,Artisanal Sourdough Bread + Organic Strawberry Jam,Organic Whole Milk + Sea Salt Kettle Chips ➔ Artisanal Sourdough Bread + Organic Strawberry Jam,0.0366,0.6387,4.94,0.0292,2.41,0.0573,0.1293
"['Creamy Peanut Butter', 'Sea Salt Kettle Chips']","['Artisanal Sourdough Bread', 'Organic Bananas']",Creamy Peanut Butter + Sea Salt Kettle Chips,Artisanal Sourdough Bread + Organic Bananas,Creamy Peanut Butter + Sea Salt Kettle Chips ➔ Artisanal Sourdough Bread + Organic Bananas,0.036,0.4724,4.937,0.0287,1.714,0.0762,0.0957
"['Artisanal Sourdough Bread', 'Organic Bananas']","['Creamy Peanut Butter', 'Sea Salt Kettle Chips']",Artisanal Sourdough Bread + Organic Bananas,Creamy Peanut Butter + Sea Salt Kettle Chips,Artisanal Sourdough Bread + Organic Bananas ➔ Creamy Peanut Butter + Sea Salt Kettle Chips,0.036,0.3762,4.937,0.0287,1.481,0.0957,0.0762
"['Organic Strawberry Jam', 'Organic Whole Milk']",['Creamy Peanut Butter'],Organic Strawberry Jam + Organic Whole Milk,Creamy Peanut Butter,Organic Strawberry Jam + Organic Whole Milk ➔ Creamy Peanut Butter,0.0702,0.8201,4.931,0.056,4.634,0.0856,0.1663
['Creamy Peanut Butter'],"['Organic Strawberry Jam', 'Organic Whole Milk']",Creamy Peanut Butter,Organic Strawberry Jam + Organic Whole Milk,Creamy Peanut Butter ➔ Organic Strawberry Jam + Organic Whole Milk,0.0702,0.4221,4.931,0.056,1.582,0.1663,0.0856
"['Artisanal Sourdough Bread', 'Sea Salt Kettle Chips']","['Creamy Peanut Butter', 'Organic Whole Milk']",Artisanal Sourdough Bread + Sea Salt Kettle Chips,Creamy Peanut Butter + Organic Whole Milk,Artisanal Sourdough Bread + Sea Salt Kettle Chips ➔ Creamy Peanut Butter + Organic Whole Milk,0.0371,0.4319,4.93,0.0296,1.606,0.0859,0.0876
"['Creamy Peanut Butter', 'Organic Whole Milk']","['Artisanal Sourdough Bread', 'Sea Salt Kettle Chips']",Creamy Peanut Butter + Organic Whole Milk,Artisanal Sourdough Bread + Sea Salt Kettle Chips,Creamy Peanut Butter + Organic Whole Milk ➔ Artisanal Sourdough Bread + Sea Salt Kettle Chips,0.0371,0.4235,4.93,0.0296,1.586,0.0876,0.0859
"['Oven Roasted Turkey Breast', 'Roasted Salted Almonds']","['Extra Virgin Olive Oil', 'Organic Hass Avocados']",Oven Roasted Turkey Breast + Roasted Salted Almonds,Extra Virgin Olive Oil + Organic Hass Avocados,Oven Roasted Turkey Breast + Roasted Salted Almonds ➔ Extra Virgin Olive Oil + Organic Hass Avocados,0.0427,0.7821,4.928,0.034,3.86,0.0546,0.1587
"['Organic Baby Spinach', 'Roasted Salted Almonds']","['Extra Virgin Olive Oil', 'Organic Hass Avocados']",Organic Baby Spinach + Roasted Salted Almonds,Extra Virgin Olive Oil + Organic Hass Avocados,Organic Baby Spinach + Roasted Salted Almonds ➔ Extra Virgin Olive Oil + Organic Hass Avocados,0.071,0.7819,4.927,0.0566,3.858,0.0908,0.1587
"['Roasted Salted Almonds', 'Roma Tomatoes']","['Extra Virgin Olive Oil', 'Organic Baby Spinach']",Roasted Salted Almonds + Roma Tomatoes,Extra Virgin Olive Oil + Organic Baby Spinach,Roasted Salted Almonds + Roma Tomatoes ➔ Extra Virgin Olive Oil + Organic Baby Spinach,0.069,0.7508,4.927,0.055,3.402,0.0919,0.1524
"['Extra Virgin Olive Oil', 'Organic Baby Spinach']","['Roasted Salted Almonds', 'Roma Tomatoes']",Extra Virgin Olive Oil + Organic Baby Spinach,Roasted Salted Almonds + Roma Tomatoes,Extra Virgin Olive Oil + Organic Baby Spinach ➔ Roasted Salted Almonds + Roma Tomatoes,0.069,0.4528,4.927,0.055,1.659,0.1524,0.0919
"['Extra Virgin Olive Oil', 'Organic Hass Avocados']","['Organic Baby Spinach', 'Roasted Salted Almonds']",Extra Virgin Olive Oil + Organic Hass Avocados,Organic Baby Spinach + Roasted Salted Almonds,Extra Virgin Olive Oil + Organic Hass Avocados ➔ Organic Baby Spinach + Roasted Salted Almonds,0.071,0.4474,4.927,0.0566,1.645,0.1587,0.0908
"['Organic Whole Milk', 'Sea Salt Kettle Chips']","['Artisanal Sourdough Bread', 'Creamy Peanut Butter']",Organic Whole Milk + Sea Salt Kettle Chips,Artisanal Sourdough Bread + Creamy Peanut Butter,Organic Whole Milk + Sea Salt Kettle Chips ➔ Artisanal Sourdough Bread + Creamy Peanut Butter,0.0371,0.6475,4.92,0.0296,2.463,0.0573,0.1316
"['72% Dark Chocolate Bar', 'Slow-Simmered Marinara']","['Grated Parmesan Cheese', 'Penne Rigate Pasta']",72% Dark Chocolate Bar + Slow-Simmered Marinara,Grated Parmesan Cheese + Penne Rigate Pasta,72% Dark Chocolate Bar + Slow-Simmered Marinara ➔ Grated Parmesan Cheese + Penne Rigate Pasta,0.074,0.7732,4.919,0.059,3.717,0.0957,0.1572
"['Grated Parmesan Cheese', 'Penne Rigate Pasta']","['72% Dark Chocolate Bar', 'Slow-Simmered Marinara']",Grated Parmesan Cheese + Penne Rigate Pasta,72% Dark Chocolate Bar + Slow-Simmered Marinara,Grated Parmesan Cheese + Penne Rigate Pasta ➔ 72% Dark Chocolate Bar + Slow-Simmered Marinara,0.074,0.4707,4.919,0.059,1.709,0.1572,0.0957
"['Creamy Peanut Butter', 'Organic Whole Milk']",['Organic Strawberry Jam'],Creamy Peanut Butter + Organic Whole Milk,Organic Strawberry Jam,Creamy Peanut Butter + Organic Whole Milk ➔ Organic Strawberry Jam,0.0702,0.8014,4.916,0.0559,4.214,0.0876,0.163
['Organic Strawberry Jam'],"['Creamy Peanut Butter', 'Organic Whole Milk']",Organic Strawberry Jam,Creamy Peanut Butter + Organic Whole Milk,Organic Strawberry Jam ➔ Creamy Peanut Butter + Organic Whole Milk,0.0702,0.4307,4.916,0.0559,1.603,0.163,0.0876
"['Organic Hass Avocados', 'Oven Roasted Turkey Breast']","['Extra Virgin Olive Oil', 'Organic Baby Spinach']",Organic Hass Avocados + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Baby Spinach,Organic Hass Avocados + Oven Roasted Turkey Breast ➔ Extra Virgin Olive Oil + Organic Baby Spinach,0.0702,0.7484,4.911,0.0559,3.369,0.0938,0.1524
"['Extra Virgin Olive Oil', 'Organic Baby Spinach']","['Organic Hass Avocados', 'Oven Roasted Turkey Breast']",Extra Virgin Olive Oil + Organic Baby Spinach,Organic Hass Avocados + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Baby Spinach ➔ Organic Hass Avocados + Oven Roasted Turkey Breast,0.0702,0.4606,4.911,0.0559,1.68,0.1524,0.0938
"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']","['Organic Baby Spinach', 'Sparkling Mineral Water']",Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Baby Spinach + Sparkling Mineral Water,Extra Virgin Olive Oil + Oven Roasted Turkey Breast ➔ Organic Baby Spinach + Sparkling Mineral Water,0.0427,0.4744,4.906,0.034,1.719,0.09,0.0967
"['Organic Baby Spinach', 'Sparkling Mineral Water']","['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']",Organic Baby Spinach + Sparkling Mineral Water,Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Baby Spinach + Sparkling Mineral Water ➔ Extra Virgin Olive Oil + Oven Roasted Turkey Breast,0.0427,0.4416,4.906,0.034,1.63,0.0967,0.09
"['Organic Baby Spinach', 'Oven Roasted Turkey Breast']","['Extra Virgin Olive Oil', 'Organic Hass Avocados']",Organic Baby Spinach + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Hass Avocados,Organic Baby Spinach + Oven Roasted Turkey Breast ➔ Extra Virgin Olive Oil + Organic Hass Avocados,0.0702,0.7774,4.899,0.0559,3.78,0.0903,0.1587
"['Extra Virgin Olive Oil', 'Organic Hass Avocados']","['Organic Baby Spinach', 'Oven Roasted Turkey Breast']",Extra Virgin Olive Oil + Organic Hass Avocados,Organic Baby Spinach + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Organic Hass Avocados ➔ Organic Baby Spinach + Oven Roasted Turkey Breast,0.0702,0.4423,4.899,0.0559,1.631,0.1587,0.0903
"['Organic Baby Spinach', 'Oven Roasted Turkey Breast']","['Extra Virgin Olive Oil', 'Sparkling Mineral Water']",Organic Baby Spinach + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Sparkling Mineral Water,Organic Baby Spinach + Oven Roasted Turkey Breast ➔ Extra Virgin Olive Oil + Sparkling Mineral Water,0.0427,0.4729,4.895,0.034,1.714,0.0903,0.0966
"['Extra Virgin Olive Oil', 'Sparkling Mineral Water']","['Organic Baby Spinach', 'Oven Roasted Turkey Breast']",Extra Virgin Olive Oil + Sparkling Mineral Water,Organic Baby Spinach + Oven Roasted Turkey Breast,Extra Virgin Olive Oil + Sparkling Mineral Water ➔ Organic Baby Spinach + Oven Roasted Turkey Breast,0.0427,0.442,4.895,0.034,1.63,0.0966,0.0903
"['Roasted Salted Almonds', 'Roma Tomatoes']","['Organic Hass Avocados', 'Oven Roasted Turkey Breast']",Roasted Salted Almonds + Roma Tomatoes,Organic Hass Avocados + Oven Roasted Turkey Breast,Roasted Salted Almonds + Roma Tomatoes ➔ Organic Hass Avocados + Oven Roasted Turkey Breast,0.0421,0.4581,4.884,0.0335,1.672,0.0919,0.0938
"['Organic Hass Avocados', 'Oven Roasted Turkey Breast']","['Roasted Salted Almonds', 'Roma Tomatoes']",Organic Hass Avocados + Oven Roasted Turkey Breast,Roasted Salted Almonds + Roma Tomatoes,Organic Hass Avocados + Oven Roasted Turkey Breast ➔ Roasted Salted Almonds + Roma Tomatoes,0.0421,0.4488,4.884,0.0335,1.648,0.0938,0.0919
"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']","['Organic Hass Avocados', 'Roasted Salted Almonds']",Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Hass Avocados + Roasted Salted Almonds,Extra Virgin Olive Oil + Oven Roasted Turkey Breast ➔ Organic Hass Avocados + Roasted Salted Almonds,0.0427,0.4744,4.876,0.0339,1.718,0.09,0.0973
"['Organic Hass Avocados', 'Roasted Salted Almonds']","['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']",Organic Hass Avocados + Roasted Salted Almonds,Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Hass Avocados + Roasted Salted Almonds ➔ Extra Virgin Olive Oil + Oven Roasted Turkey Breast,0.0427,0.4388,4.876,0.0339,1.622,0.0973,0.09
"['72% Dark Chocolate Bar', 'Penne Rigate Pasta']","['Grated Parmesan Cheese', 'Slow-Simmered Marinara']",72% Dark Chocolate Bar + Penne Rigate Pasta,Grated Parmesan Cheese + Slow-Simmered Marinara,72% Dark Chocolate Bar + Penne Rigate Pasta ➔ Grated Parmesan Cheese + Slow-Simmered Marinara,0.074,0.7668,4.875,0.0588,3.614,0.0965,0.1573
"['72% Dark Chocolate Bar', 'Grated Parmesan Cheese']","['Penne Rigate Pasta', 'Slow-Simmered Marinara']",72% Dark Chocolate Bar + Grated Parmesan Cheese,Penne Rigate Pasta + Slow-Simmered Marinara,72% Dark Chocolate Bar + Grated Parmesan Cheese ➔ Penne Rigate Pasta + Slow-Simmered Marinara,0.074,0.7551,4.875,0.0588,3.451,0.098,0.1549
"['Penne Rigate Pasta', 'Slow-Simmered Marinara']","['72% Dark Chocolate Bar', 'Grated Parmesan Cheese']",Penne Rigate Pasta + Slow-Simmered Marinara,72% Dark Chocolate Bar + Grated Parmesan Cheese,Penne Rigate Pasta + Slow-Simmered Marinara ➔ 72% Dark Chocolate Bar + Grated Parmesan Cheese,0.074,0.4777,4.875,0.0588,1.727,0.1549,0.098
"['Grated Parmesan Cheese', 'Slow-Simmered Marinara']","['72% Dark Chocolate Bar', 'Penne Rigate Pasta']",Grated Parmesan Cheese + Slow-Simmered Marinara,72% Dark Chocolate Bar + Penne Rigate Pasta,Grated Parmesan Cheese + Slow-Simmered Marinara ➔ 72% Dark Chocolate Bar + Penne Rigate Pasta,0.074,0.4704,4.875,0.0588,1.706,0.1573,0.0965
"['Oven Roasted Turkey Breast', 'Roma Tomatoes']","['Organic Baby Spinach', 'Sparkling Mineral Water']",Oven Roasted Turkey Breast + Roma Tomatoes,Organic Baby Spinach + Sparkling Mineral Water,Oven Roasted Turkey Breast + Roma Tomatoes ➔ Organic Baby Spinach + Sparkling Mineral Water,0.0427,0.4713,4.874,0.0339,1.709,0.0906,0.0967
"['Organic Baby Spinach', 'Sparkling Mineral Water']","['Oven Roasted Turkey Breast', 'Roma Tomatoes']",Organic Baby Spinach + Sparkling Mineral Water,Oven Roasted Turkey Breast + Roma Tomatoes,Organic Baby Spinach + Sparkling Mineral Water ➔ Oven Roasted Turkey Breast + Roma Tomatoes,0.0427,0.4416,4.874,0.0339,1.628,0.0967,0.0906
"['Extra Virgin Olive Oil', 'Roasted Salted Almonds']","['Organic Baby Spinach', 'Roma Tomatoes']",Extra Virgin Olive Oil + Roasted Salted Almonds,Organic Baby Spinach + Roma Tomatoes,Extra Virgin Olive Oil + Roasted Salted Almonds ➔ Organic Baby Spinach + Roma Tomatoes,0.069,0.7516,4.865,0.0548,3.404,0.0918,0.1545
"['Organic Baby Spinach', 'Roma Tomatoes']","['Extra Virgin Olive Oil', 'Roasted Salted Almonds']",Organic Baby Spinach + Roma Tomatoes,Extra Virgin Olive Oil + Roasted Salted Almonds,Organic Baby Spinach + Roma Tomatoes ➔ Extra Virgin Olive Oil + Roasted Salted Almonds,0.069,0.4466,4.865,0.0548,1.641,0.1545,0.0918
"['Oven Roasted Turkey Breast', 'Sparkling Mineral Water']","['Extra Virgin Olive Oil', 'Organic Baby Spinach']",Oven Roasted Turkey Breast + Sparkling Mineral Water,Extra Virgin Olive Oil + Organic Baby Spinach,Oven Roasted Turkey Breast + Sparkling Mineral Water ➔ Extra Virgin Olive Oil + Organic Baby Spinach,0.0427,0.7413,4.864,0.0339,3.277,0.0576,0.1524
"['Extra Virgin Olive Oil', 'Oven Roasted Turkey Breast']","['Organic Baby Spinach', 'Organic Hass Avocados']",Extra Virgin Olive Oil + Oven Roasted Turkey Breast,Organic Baby Spinach + Organic Hass Avocados,Extra Virgin Olive Oil + Oven Roasted Turkey Breast ➔ Organic Baby Spinach + Organic Hass Avocados,0.0702,0.78,4.863,0.0558,3.816,0.09,0.1604
